time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.thumb_2,.thumb_1,.index_2,.index_1,.middle_2,.middle_1,.ring_2,.ring_1,.little_2,.little_1,.palm_arch,.thumb_crossover,.press_thumb,.press_index,.press_middle,.press_ring,.press_little,.abd_thumb,.abd_index,.abd_ring,.abd_little,rigidity,object
2025/05/23/16:00:36.586359,1,1748008836,585701704,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.595850,2,1748008836,595445394,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.605773,3,1748008836,605444431,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.616194,4,1748008836,615510463,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.625949,5,1748008836,625450849,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.635859,6,1748008836,635483980,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.645875,7,1748008836,645406961,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.655734,8,1748008836,655427694,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.666376,9,1748008836,665617942,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.675916,10,1748008836,675495147,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.685874,11,1748008836,685419797,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.695838,12,1748008836,695371866,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.705794,13,1748008836,705455064,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.715903,14,1748008836,715408086,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.725696,15,1748008836,725375890,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.735869,16,1748008836,735462188,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.745879,17,1748008836,745412826,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.755741,18,1748008836,755336523,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.766065,19,1748008836,765452146,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.775801,20,1748008836,775407552,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.785976,21,1748008836,785393476,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.796129,22,1748008836,795600414,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.805921,23,1748008836,805461406,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.816037,24,1748008836,815472841,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.825946,25,1748008836,825523614,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.835919,26,1748008836,835485935,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.845729,27,1748008836,845376729,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.855827,28,1748008836,855435609,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.865954,29,1748008836,865417718,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.875745,30,1748008836,875391483,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.885778,31,1748008836,885362386,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.895787,32,1748008836,895395994,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.905699,33,1748008836,905392408,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.915794,34,1748008836,915366888,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.925737,35,1748008836,925392389,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.935950,36,1748008836,935495376,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.945925,37,1748008836,945361375,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.955796,38,1748008836,955364465,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.965798,39,1748008836,965416669,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.975874,40,1748008836,975415945,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.985731,41,1748008836,985343456,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:36.995786,42,1748008836,995320081,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:37.005702,43,1748008837,5438089,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:37.015814,44,1748008837,15413761,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:37.025812,45,1748008837,25440931,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:37.035702,46,1748008837,35362720,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:37.045746,47,1748008837,45391082,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
2025/05/23/16:00:37.055977,48,1748008837,55506229,,1000,347,627,124,325,301,508,78,278,1000,70,32,920,999,999,999,999,485,414,62,45,0,0
